,Label,Sub-Label,Book titles,Song titles,Movies titles
28,Procrastination,Lack of motivation,"""The Motivation Myth: How High Achievers Really Set Themselves Up to Win"" by Jeff Haden",,"""Office Space"" (1999)"
29,Procrastination,Lack of motivation,"""Drive: The Surprising Truth About What Motivates Us"" by Daniel H. Pink:",,"""Lost in Translation"" (2003)"
30,Procrastination,Lack of motivation,"""Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones"" by James Clear",,"""Into the Wild"" (2007)"
31,Procrastination,Lack of motivation,"""Grit: The Power of Passion and Perseverance"" by Angela Duckworth:",,"""The Secret Life of Walter Mitty"" (2013)"
32,Procrastination,Lack of motivation,"""Mindset: The New Psychology of Success"" by Carol S. Dweck:",,"""Good Will Hunting"" (1997) -"
33,Procrastination,Lack of motivation,"""The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage"" by Mel Robbins",,"""Garden State"" (2004)"
34,Procrastination,Lack of motivation,,,"""The Pursuit of Happyness"" (2006)"
35,Procrastination,Boredom,"""The Joy of Missing Out: Live More by Doing Less"" by Tanya Dalton",,"""Fight Club"" (1999)"
36,Procrastination,Boredom,"""Boredom: A Lively History"" by Peter Toohey",,"""A Ghost Story"" (2017)"
37,Procrastination,Boredom,"""Flow: The Psychology of Optimal Experience"" by Mihaly Csikszentmihalyi:",,"""Lost in Translation"" (2003)"
38,Procrastination,Boredom,"""Bored and Brilliant: How Spacing Out Can Unlock Your Most Productive and Creative Self"" by Manoush Zomorodi:",,"""The Darjeeling Limited"" (2007)"
39,Procrastination,Boredom,"""The Book of Doing: Everyday Activities to Unlock Your Creativity and Joy"" by Allison Arden:",,"""The Graduate"" (1967)"
40,Procrastination,Boredom,"""Boredom: A Lively History"" by Peter Toohey:",,"""Anomalisa"" (2015)"
41,Procrastination,Boredom,,,"""Barton Fink"" (1991)"
42,Procrastination,Lack of interest," ""The Spark: Igniting the Passion, Mystery, and Romance in Your Life"" by Chris Downie",,"""American Beauty"" (1999)"
43,Procrastination,Lack of interest,"""The Joy of Not Thinking: A Radical Approach to Happiness"" by Tim Grimes:",,"""The Truman Show"" (1998)"
44,Procrastination,Lack of interest,"""The Curiosity Principle: A Revolutionary Guide to Putting Your Life in High Gear"" by Brian Grazer",,"""Lost in Translation"" (2003)"
45,Procrastination,Lack of interest,"""Lost and Founder: A Painfully Honest Field Guide to the Startup World"" by Rand Fishkin:",,"""Office Space"" (1999)"
46,Procrastination,Lack of interest,"""The Art of Possibility"" by Rosamund Stone Zander and Benjamin Zander",,"""Adaptation"" (2002)"
47,Procrastination,Lack of interest,"""Reclaiming Conversation: The Power of Talk in a Digital Age"" by Sherry Turkle:",,"""Stranger Than Fiction"" (2006)"
48,Procrastination,Lack of interest,,,"""Synecdoche, New York"" (2008)"
49,Procrastination,Poor goal setting,"""S.M.A.R.T. Goals Made Simple: 10 Steps to Master Your Personal and Career Goals"" by S.J. Scott:",,"""Up in the Air"" (2009)"
50,Procrastination,Poor goal setting,"""Finish: Give Yourself the Gift of Done"" by Jon Acuff",,"""Click"" (2006) -"
51,Procrastination,Poor goal setting,"""Your Best Year Ever: A 5-Step Plan for Achieving Your Most Important Goals"" by Michael Hyatt:",,"""American Beauty"" (1999)"
52,Procrastination,Poor goal setting,"""Mindset: The New Psychology of Success"" by Carol S. Dweck:",,"""The Pursuit of Happyness"" (2006)"
53,Procrastination,Poor goal setting,"""The 12 Week Year: Get More Done in 12 Weeks than Others Do in 12 Months"" by Brian P. Moran and Michael Lennington:",,"""The Disaster Artist"" (2017)"
54,Procrastination,Poor goal setting,"""Goals!: How to Get Everything You Want—Faster Than You Ever Thought Possible"" by Brian Tracy",,"""The Great Gatsby"" (2013)"
55,Procrastination,Poor goal setting,,,"""The Secret Life of Pets"" (2016)"
56,Procrastination,Poor decision making,"""Emotional Intelligence: Why It Can Matter More Than IQ"" by Daniel Goleman",,"""Falling Down"" (1993)"
57,Procrastination,Poor decision making,"""Decision Making For Dummies"" by Dawna Jones",,"""The Butterfly Effect"" (2004) -"
58,Procrastination,Poor decision making,"""Blink: The Power of Thinking Without Thinking"" by Malcolm Gladwell",,"""Requiem for a Dream"" (2000)"
59,Procrastination,Poor decision making,"""The Paradox of Choice: Why More Is Less"" by Barry Schwartz:",,"""Memento"" (2000) -"
60,Procrastination,Poor decision making,"""Predictably Irrational: The Hidden Forces That Shape Our Decisions"" by Dan Ariely:",,"""No Country for Old Men"" (2007)"
61,Procrastination,Poor decision making,"""Decisive: How to Make Better Choices in Life and Work"" by Chip Heath and Dan Heath:",,"""Scarface"" (1983)"
62,Procrastination,Poor decision making,,,"""Trainspotting"" (1996)"
63,Procrastination,Low self-esteem,"""The Six Pillars of Self-Esteem"" by Nathaniel Branden:",,"""Perks of Being a Wallflower"" (2012)"
64,Procrastination,Low self-esteem,"""Self-Compassion: The Proven Power of Being Kind to Yourself"" by Kristin Neff:",,"""The Breakfast Club"" (1985)"
65,Procrastination,Low self-esteem,"""Feeling Good: The New Mood Therapy"" by David D. Burns:",,"""Little Miss Sunshine"" (2006) -"
66,Procrastination,Low self-esteem,"""Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"" by Brené Brown:",,"""Juno"" (2007) -"
67,Procrastination,Low self-esteem,"""The Self-Esteem Workbook"" by Glenn R. Schiraldi",,"""Welcome to the Dollhouse"" (1995)"
68,Procrastination,Low self-esteem,"""Mind Over Mood: Change How You Feel by Changing the Way You Think"" by Dennis Greenberger and Christine A. Padesky",,"""Easy A"" (2010) -"
69,Procrastination,Low self-esteem,,,"""Muriel's Wedding"" (1994)"
70,Procrastination,Anxiety,"""First, We Make the Beast Beautiful: A New Journey Through Anxiety"" by Sarah Wilson:",,"""Hereditary"" (2018)"
71,Procrastination,Anxiety,"""Rewire Your Anxious Brain: How to Use the Neuroscience of Fear to End Anxiety, Panic, and Worry"" by Catherine M. Pittman and Elizabeth M. Karle:",,"""The King's Speech"" (2010) -"
72,Procrastination,Anxiety,"""Anxiety: The Missing Stage of Grief: A Revolutionary Approach to Understanding and Healing the Impact of Loss"" by Claire Bidwell Smith",,"""Girl, Interrupted"" (1999)"
73,Procrastination,Anxiety,"""The Feeling Good Handbook"" by David D. Burns",,"""It's Kind of a Funny Story"" (2010)"
74,Procrastination,Anxiety,"""The Worry Trick: How Your Brain Tricks You into Expecting the Worst and What You Can Do About It"" by David A. Carbonell",,"""Melancholia"" (2011)"
75,Procrastination,Anxiety,"""My Age of Anxiety: Fear, Hope, Dread, and the Search for Peace of Mind"" by Scott Stossel:",,"""Anxiety"" (2019) -"
76,Procrastination,Anxiety,,,"""Silver Linings Playbook"" (2012)"
77,Procrastination,Distractions,"""Deep Work: Rules for Focused Success in a Distracted World"" by Cal Newport",,"""Click"" (2006)"
78,Procrastination,Distractions,"""Indistractable: How to Control Your Attention and Choose Your Life"" by Nir Eyal",,"""The Social Network"" (2010)"
79,Procrastination,Distractions,"""Digital Minimalism: Choosing a Focused Life in a Noisy World"" by Cal Newport",,"""Eternal Sunshine of the Spotless Mind"" (2004)"
80,Procrastination,Distractions,"""Hyperfocus: How to Be More Productive in a World of Distraction"" by Chris Bailey",,"""Adaptation"" (2002)"
81,Procrastination,Distractions,"""The Shallows: What the Internet Is Doing to Our Brains"" by Nicholas Carr",,"""The Secret Life of Walter Mitty"" (2013)"
82,Procrastination,Distractions,"""Make Time: How to Focus on What Matters Every Day"" by Jake Knapp and John Zeratsky",,"""Inception"" (2010)"
83,Procrastination,Distractions,,,"""Lost in Translation"" (2003) -"
84,Procrastination,Lack of discipline,"""The Power of Habit: Why We Do What We Do in Life and Business"" by Charles Duhigg:",,"""The Pursuit of Happyness"" (2006)"
85,Procrastination,Lack of discipline,"""Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones"" by James Clear:",,"""Leaving Las Vegas"" (1995) -"
86,Procrastination,Lack of discipline,"""Mindset: The New Psychology of Success"" by Carol S. Dweck:",,"""Requiem for a Dream"" (2000)"
87,Procrastination,Lack of discipline,"""No Excuses!: The Power of Self-Discipline"" by Brian Tracy",,"""Half Nelson"" (2006)"
88,Procrastination,Lack of discipline,"""Self-Discipline in 10 Days: How to Go from Thinking to Doing"" by Theodore Bryant:",,"""Catch Me If You Can"" (2002) -"
89,Procrastination,Lack of discipline,"""The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM)"" by Hal Elrod:",,"""Bad Santa"" (2003)"
90,Procrastination,Lack of discipline,,,"""Rounders"" (1998) -"
91,Procrastination,Focus and concentration problem,"""Deep Work: Rules for Focused Success in a Distracted World"" by Cal Newport",,"""Limitless"" (2011) -"
92,Procrastination,Focus and concentration problem,"""Hyperfocus: How to Be More Productive in a World of Distraction"" by Chris Bailey",,"""A Beautiful Mind"" (2001) -"
93,Procrastination,Focus and concentration problem,"""Focus: The Hidden Driver of Excellence"" by Daniel Goleman",,"""Good Will Hunting"" (1997) -"
94,Procrastination,Focus and concentration problem,"""Mindfulness in Plain English"" by Bhante Henepola Gunaratana",,"""Forrest Gump"" (1994)"
95,Procrastination,Focus and concentration problem,"""The Practicing Mind: Developing Focus and Discipline in Your Life"" by Thomas M. Sterner",,"""Rain Man"" (1988)"
96,Procrastination,Focus and concentration problem,"""Concentration: The Road to Success"" by Henry Harrison Brown",,"""Take Shelter"" (2011)"
97,Procrastination,Focus and concentration problem,,,"""The Secret Life of Walter Mitty"" (2013)"
98,Procrastination,Fear of success,"""The Big Leap: Conquer Your Hidden Fear and Take Life to the Next Level"" by Gay Hendricks",,"""The Devil Wears Prada"" (2006"
99,Procrastination,Fear of success,"""Feel the Fear and Do It Anyway"" by Susan Jeffers",,"""La La Land"" (2016) -"
100,Procrastination,Fear of success,"""Mindset: The New Psychology of Success"" by Carol S. Dweck",,"""Whiplash"" (2014) -"
101,Procrastination,Fear of success,"""The Art of Possibility"" by Rosamund Stone Zander and Benjamin Zander",,"""Rocky"" (1976)"
102,Procrastination,Fear of success,"""You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life"" by Jen Sincero",,"""Flashdance"" (1983)"
103,Procrastination,Fear of success,"""The War of Art: Break Through the Blocks and Win Your Inner Creative Battles"" by Steven Pressfield",,"""Good Will Hunting"" (1997)"
104,Procrastination,Fear of criticism or judgement,"""The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are"" by Brené Brown",,"""The Pursuit of Happyness"" (2006)"
105,Procrastination,Fear of criticism or judgement,"""Overcoming Social Anxiety and Shyness: A Self-Help Guide Using Cognitive Behavioral Techniques"" by Gillian Butler",,
106,Procrastination,Fear of criticism or judgement,"""Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"" by Brené Brown",,
107,Procrastination,Fear of criticism or judgement,"""Feel the Fear and Do It Anyway"" by Susan Jeffers",,
108,Procrastination,Fear of criticism or judgement,"""Quiet: The Power of Introverts in a World That Can't Stop Talking"" by Susan Cain",,
109,Procrastination,Fear of criticism or judgement,"""The Anxiety and Phobia Workbook"" by Edmund J. Bourne",,
110,Procrastination,Fear of unknown,"""Feel the Fear and Do It Anyway"" by Susan Jeffers",,
111,Procrastination,Fear of unknown,"""The Antidote: Happiness for People Who Can't Stand Positive Thinking"" by Oliver Burkeman",,
112,Procrastination,Fear of unknown,"""Embracing Uncertainty: Breakthrough Methods for Achieving Peace of Mind When Facing the Unknown"" by Susan Jeffers",,
113,Procrastination,Fear of unknown,"""The Power of Now: A Guide to Spiritual Enlightenment"" by Eckhart Tolle",,
114,Procrastination,Fear of unknown,"""Unf*ck Your Brain: Using Science to Get Over Anxiety, Depression, Anger, Freak-outs, and Triggers"" by Faith G. Harper",,
115,Procrastination,Fear of unknown,"""Letting Go of the Words: Writing Web Content that Works"" by Ginny Redish",,
116,Procrastination,Imposter syndrome,"""The Secret Thoughts of Successful Women: Why Capable People Suffer from the Impostor Syndrome and How to Thrive in Spite of It"" by Valerie Young",,
117,Procrastination,Imposter syndrome,"""The Impostor Syndrome Remedy: A 30-Day Action Plan to Stop Feeling Like a Fraud"" by E.V. Estacio:",,
118,Procrastination,Imposter syndrome,"""Lean Out: The Struggle for Gender Equality in Tech and Start-Up Culture"" edited by Elissa Shevinsky:",,
119,Procrastination,Imposter syndrome,"""Overcoming Impostor Syndrome: Ten Strategies to Stop Feeling Like a Fraud at Work"" by Elizabeth B. McGrath:",,
120,Procrastination,Imposter syndrome,"""Overcoming Impostor Syndrome: Ten Strategies to Stop Feeling Like a Fraud at Work"" by Elizabeth B. McGrath:",,
121,Procrastination,Imposter syndrome,"""Mindset: The New Psychology of Success"" by Carol S. Dweck",,
122,Procrastination,Lack of infromation,"""The Art of Thinking Clearly"" by Rolf Dobelli",,
123,Procrastination,Lack of infromation,"""The Signal and the Noise: Why So Many Predictions Fail — but Some Don't"" by Nate Silver:",,
124,Procrastination,Lack of infromation,"""Factfulness: Ten Reasons We're Wrong About the World — and Why Things Are Better Than You Think"" by Hans Rosling",,
125,Procrastination,Lack of infromation,"""Information Anxiety 2"" by Richard Saul Wurman",,
126,Procrastination,Lack of infromation,"""The Filter Bubble: What the Internet Is Hiding from You"" by Eli Pariser:",,
127,Procrastination,Lack of infromation,"""Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts"" by Annie Duke",,
128,Procrastination,Poor time management,"Getting Things Done: The Art of Stress-Free Productivity"" by David Allen",,
129,Procrastination,Poor time management,"""Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time"" by Brian Tracy",,
130,Procrastination,Poor time management,"""The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage"" by Mel Robbins",,
131,Procrastination,Poor time management,"""The Pomodoro Technique"" by Francesco Cirillo",,
132,Procrastination,Poor time management,"""Make Time: How to Focus on What Matters Every Day"" by Jake Knapp and John Zeratsky:",,
133,Procrastination,Poor time management,"""Deep Work: Rules for Focused Success in a Distracted World"" by Cal Newport:",,
134,Procrastination,Lack of Emotional management skills,"""Emotional Intelligence: Why It Can Matter More Than IQ"" by Daniel Goleman:",,
135,Procrastination,Lack of Emotional management skills,"""Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life"" by Susan David",,
136,Procrastination,Lack of Emotional management skills,"""The Language of Emotions: What Your Feelings Are Trying to Tell You"" by Karla McLaren:",,
137,Procrastination,Lack of Emotional management skills,"""The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation & Distress Tolerance"" by Matthew McKay, Jeffrey C. Wood, and Jeffrey Brantley",,
138,Procrastination,Lack of Emotional management skills,"""Radical Acceptance: Embracing Your Life With the Heart of a Buddha"" by Tara Brach",,
139,Procrastination,Lack of Emotional management skills,"""The Highly Sensitive Person: How to Thrive When the World Overwhelms You"" by Elaine N. Aron:",,
0,Relatoinship issues,Fears intimacy/abandonment/humiliation/betrayal,"""The Fault in Our Stars"" by John Green","""Breathe Me"" by Sia",Annie Hall (1977)
1,Relatoinship issues,Fears intimacy/abandonment/humiliation/betrayal,"""Eleanor Oliphant Is Completely Fine"" by Gail Honeyman","""Stay"" by Rihanna ft. Mikky Ekko",Her (2013)
2,Relatoinship issues,Fears intimacy/abandonment/humiliation/betrayal,"""High Fidelity"" by Nick Hornby","""Someone Like You"" by Adele",Gone Girl (2014)
3,Relatoinship issues,Fears intimacy/abandonment/humiliation/betrayal,"""Carrie"" by Stephen King","""Jar of Hearts"" by Christina Perri",Closer (2004)
4,Relatoinship issues,Fears intimacy/abandonment/humiliation/betrayal,"""The Bell Jar"" by Sylvia Plath","""Skinny Love"" by Bon Iver",Blue Valentine (2010)
5,Relatoinship issues,Fears intimacy/abandonment/humiliation/betrayal,"""American Psycho"" by Bret Easton Ellis","""With or Without You"" by U2",
6,Relatoinship issues,Consent and boundaries,"""The Gift of Fear"" by Gavin de Becker","""No"" by Meghan Trainor",Disobedience (2017)
7,Relatoinship issues,Consent and boundaries,"""The Boundaries Book"" by Cloud and Townsend","""Respect"" by Aretha Franklin",The Diary of a Teenage Girl (2015)
8,Relatoinship issues,Consent and boundaries,"""Yes Means Yes!: Visions of Female Sexual Power and a World Without Rape"" edited by Jaclyn Friedman and Jessica Valenti","""Boundaries"" by Lauren Jauregui",Mysterious Skin (2004)
9,Relatoinship issues,Consent and boundaries,"""Asking for It: The Alarming Rise of Rape Culture—and What We Can Do About It"" by Kate Harding","""Just a Little Bit of Your Heart"" by Ariana Grande",Compliance (2012)
10,Relatoinship issues,Consent and boundaries,"""Girls & Sex: Navigating the Complicated New Landscape"" by Peggy Orenstein","""Say Yes"" by Floetry",The Sessions (2012)
11,Relatoinship issues,Consent and boundaries,"""The Female Advantage: Women's Ways of Leadership"" by Sally Helgesen","""Hands to Myself"" by Selena Gomez",
12,Relatoinship issues,Loss of interest/indecisiveness,"""The Catcher in the Rye"" by J.D. Salinger","""I Don't Want to Miss a Thing"" by Aerosmith",Lost in Translation (2003)
13,Relatoinship issues,Loss of interest/indecisiveness,"""The Unbearable Lightness of Being"" by Milan Kundera","""The Scientist"" by Coldplay",American Beauty (1999)
14,Relatoinship issues,Loss of interest/indecisiveness,"""Slouching Towards Bethlehem"" by Joan Didion","""Fade into You"" by Mazzy Star",Garden State (2004) 
15,Relatoinship issues,Loss of interest/indecisiveness,"""The Bell Jar"" by Sylvia Plath","""I'm Not In Love"" by 10cc",Into the Wild (2007)
16,Relatoinship issues,Loss of interest/indecisiveness,"""The Stranger"" by Albert Camus","""Un-Break My Heart"" by Toni Braxton",Annie Hall (1977)
17,Relatoinship issues,Loss of interest/indecisiveness,"""The Age of Innocence"" by Edith Wharton","""Boulevard of Broken Dreams"" by Green Day",
18,Relatoinship issues,Limerance,"""Wuthering Heights"" by Emily Brontë","""Lovesick"" by Banks",The Great Gatsby
19,Relatoinship issues,Limerance,"""The Great Gatsby"" by F. Scott Fitzgerald","""Crush"" by David Archuleta","Crazy, Stupid, Love. (2011)"
20,Relatoinship issues,Limerance,"""The Thorn Birds"" by Colleen McCullough","""I Will Possess Your Heart"" by Death Cab for Cutie",500 Days of Summer (2009)
21,Relatoinship issues,Limerance,"""Rebecca"" by Daphne du Maurier","""Every Breath You Take"" by The Police",Amélie (2001) -
22,Relatoinship issues,Limerance,"""Twilight"" by Stephenie Meyer","""Adore You"" by Harry Styles",Silver Linings Playbook (2012)
23,Relatoinship issues,Limerance,,"""Thinking Out Loud"" by Ed Sheeran",
24,Relatoinship issues,Love as an escape mechanism,"""The Time Traveler's Wife"" by Audrey Niffenegger","""Someone Like You"" by Adele",The Age of Adaline (2015)
25,Relatoinship issues,Love as an escape mechanism,"""Gone with the Wind"" by Margaret Mitchell","""Breathe Again"" by Toni Braxton",Midnight in Paris (2011) -
26,Relatoinship issues,Love as an escape mechanism,"""Pride and Prejudice"" by Jane Austen","""Jar of Hearts"" by Christina Perri",The Shape of Water (2017)
27,Relatoinship issues,Love as an escape mechanism,"""The Great Gatsby"" by F. Scott Fitzgerald","""Don't Speak"" by No Doubt",In the Mood for Love (2000)
28,Relatoinship issues,Love as an escape mechanism,"""Memoirs of a Geisha"" by Arthur Golden","""Breathless"" by The Corrs",La La Land (2016) -
29,Relatoinship issues,Love as an escape mechanism,,"""Amnesia"" by 5 Seconds of Summer",
30,Relatoinship issues,Love addiction/codependency,"""Codependent No More"" by Melody Beattie","""Addicted to Love"" by Robert Palmer",Chasing Amy (1997)
31,Relatoinship issues,Love addiction/codependency,"""Women Who Love Too Much"" by Robin Norwood","""Jar of Hearts"" by Christina Perri",Like Crazy (2011)
32,Relatoinship issues,Love addiction/codependency,"""The Language of Letting Go"" by Melody Beattie","""Every Breath You Take"" by The Police",The Postman Always Rings Twice
33,Relatoinship issues,Love addiction/codependency,"""The Human Magnet Syndrome: Why We Love People Who Hurt Us"" by Ross Rosenberg","""Stay"" by Rihanna ft. Mikky Ekko",Fatal Attraction (1987)
34,Relatoinship issues,Love addiction/codependency,"""Facing Love Addiction: Giving Yourself the Power to Change the Way You Love"" by Pia Mellody","""Love Is a Losing Game"" by Amy Winehouse",
35,Relatoinship issues,Comparison betweeen partner/power struggle,"""Gone Girl"" by Gillian Flynn","""Love Yourself"" by Justin Bieber",The War of the Roses (1989)
36,Relatoinship issues,Comparison betweeen partner/power struggle,"""Big Little Lies"" by Liane Moriarty","""So What"" by P!nk",Unfaithful (2002)
37,Relatoinship issues,Comparison betweeen partner/power struggle,"""The Silent Patient"" by Alex Michaelides","""Irreplaceable"" by Beyoncé",Notes on a Scandal (2006)
38,Relatoinship issues,Comparison betweeen partner/power struggle,"""Sharp Objects"" by Gillian Flynn","""You're So Vain"" by Carly Simon",The Last Seduction (1994)
39,Relatoinship issues,Comparison betweeen partner/power struggle,"""The Woman in the Window"" by A.J. Finn","""The Winner Takes It All"" by ABBA",Basic Instinct (1992)
40,Relatoinship issues,Comparison betweeen partner/power struggle,"""The Glass Castle"" by Jeannette Walls","""Fighter"" by Christina Aguilera",
41,Relatoinship issues,Friends with benefits,"""Fifty Shades of Grey"" by E.L. James","""Hotline Bling"" by Drake",Friends with Benefits (2011)
42,Relatoinship issues,Friends with benefits,"""Tangled"" by Emma Chase","""Side to Side"" by Ariana Grande ft. Nicki Minaj",No Strings Attached (2011)
43,Relatoinship issues,Friends with benefits,"""Ugly Love"" by Colleen Hoover","""Talking to the Moon"" by Bruno Mars",Love & Other Drugs (2010)
44,Relatoinship issues,Friends with benefits,"""Losing It"" by Cora Carmack","""Body Say"" by Demi Lovato",Something's Gotta Give (2003) -
45,Relatoinship issues,Friends with benefits,"""Bared to You"" by Sylvia Day","""Sugar"" by Maroon 5","Six Days, Seven Nights (1998) -"
46,Relatoinship issues,Friends with benefits,"""Crossfire"" series by Sylvia Day","""S&M"" by Rihanna",
47,Relatoinship issues,Situationships,"""Situationships"" by Fabolous ft. Mack Wilds","""Conversations with Friends"" by Sally Rooney","Definitely, Maybe (2008"
48,Relatoinship issues,Situationships,"""Hotline Bling"" by Drake","""The Love Affairs of Nathaniel P."" by Adelle Waldman",Two Night Stand (2014)
49,Relatoinship issues,Situationships,"""Truth Hurts"" by Lizzo","""Modern Lovers"" by Emma Straub",Forgetting Sarah Marshall (2008) -
50,Relatoinship issues,Situationships,"""Complicated"" by Avril Lavigne","""The Interestings"" by Meg Wolitzer","The F Word (also known as ""What If"" in some regions) (2013"
51,Relatoinship issues,Situationships,"""Ex-Factor"" by Lauryn Hill","""It's Not You, It's Him"" by Sophie Ranald",The Lobster (2015)
52,Relatoinship issues,Situationships,"""Don't"" by Ed Sheeran","""This Is How You Lose Her"" by Junot Díaz",
53,Relatoinship issues,Rebound,"""The Rosie Project"" by Graeme Simsion","""Since U Been Gone"" by Kelly Clarkson",Someone Like You (2001)
54,Relatoinship issues,Rebound,"""Bridget Jones's Diary"" by Helen Fielding","""We Are Never Ever Getting Back Together"" by Taylor Swift",Bridget Jones's Diary (2001)
55,Relatoinship issues,Rebound,"""Eat, Pray, Love"" by Elizabeth Gilbert","""Someone Like You"" by Adele",Forgetting Sarah Marshall (2008)
56,Relatoinship issues,Rebound,"""Love the One You're With"" by Emily Giffin","""Irreplaceable"" by Beyoncé",High Fidelity (2000)
57,Relatoinship issues,Rebound,"""The Breakup Bible"" by Melissa Kantor","""Before He Cheats"" by Carrie Underwood",He's Just Not That Into You (2009)
58,Relatoinship issues,Rebound,"""The Summer Before the War"" by Helen Simonson","""Tainted Love"" by Soft Cell",
59,Relatoinship issues,Hookup,"""The Sexual Life of Catherine M."" by Catherine Millet","""Blurred Lines"" by Robin Thicke ft. T.I., Pharrell Williams",The Overnight (2015)
60,Relatoinship issues,Hookup,"""Easy"" by Tammara Webber","""Talk Dirty"" by Jason Derulo ft. 2 Chainz",Sleeping with Other People (2015)
61,Relatoinship issues,Hookup,"""Beautiful Bastard"" by Christina Lauren","""Wicked Game"" by Chris Isaak",Spread (2009)
62,Relatoinship issues,Hookup,"""Good for You"" by Tammara Webber","""Animals"" by Martin Garrix",Boogie Nights (1997)
63,Relatoinship issues,Hookup,"""Unteachable"" by Leah Raeder","""Promiscuous"" by Nelly Furtado ft. Timbaland",Don Jon (2013)
64,Relatoinship issues,Family planning,"""Expecting Better: Why the Conventional Pregnancy Wisdom Is Wrong—and What You Really Need to Know"" by Emily Oster","""Forever Young"" by Rod Stewart",Away We Go (2009)
65,Relatoinship issues,Family planning,"""The Birth Partner: A Complete Guide to Childbirth for Dads, Partners, Doulas, and All Other Labor Companions"" by Penny Simkin","""Count On Me"" by Bruno Mars",Knocked Up (2007)
66,Relatoinship issues,Family planning,"""Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health"" by Toni Weschler","""Daughters"" by John Mayer",Pieces of a Woman (2020)
67,Relatoinship issues,Family planning,"""Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting"" by Pamela Druckerman","""In My Life"" by The Beatles",The Kids Are All Right (2010)
68,Relatoinship issues,Family planning,"""The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer"" by Harvey Karp","""When You Need Me"" by Bruce Springsteen",Waitress (2007) -
69,Relatoinship issues,Family planning,,"""You Are My Sunshine"" by Johnny Cash",
70,Relatoinship issues,unrequited love,"""The Remains of the Day"" by Kazuo Ishiguro","""I Will Always Love You"" by Whitney Houston",500 Days of Summer (2009)
71,Relatoinship issues,unrequited love,"""Pride and Prejudice"" by Jane Austen","""Back to Black"" by Amy Winehouse",The Great Gatsby
72,Relatoinship issues,unrequited love,"""Cyrano de Bergerac"" by Edmond Rostand","""The One That Got Away"" by Katy Perry",Carol (2015)
73,Relatoinship issues,unrequited love,"""One-sided Love: Unreciprocated Feelings and Romantic Frustrations"" by Virgil L. Sheets","""Bleeding Love"" by Leona Lewis",The Age of Innocence (1993)
74,Relatoinship issues,unrequited love,"""Love in the Time of Cholera"" by Gabriel García Márquez","""Total Eclipse of the Heart"" by Bonnie Tyler",
75,Relatoinship issues,Conflict management,"""Nonviolent Communication: A Language of Life"" by Marshall B. Rosenberg","""Say Something"" by A Great Big World & Christina Aguilera",12 Angry Men (1957)
76,Relatoinship issues,Conflict management,"""Never Split the Difference: Negotiating As If Your Life Depended On It"" by Chris Voss","""I Want to Hold Your Hand"" by The Beatles",A Few Good Men (1992)
77,Relatoinship issues,Conflict management,"""Crucial Accountability: Tools for Resolving Violated Expectations, Broken Commitments, and Bad Behavior"" by Kerry Patterson, Joseph Grenny, Ron McMillan, and Al Switzler","""Sorry"" by Justin Bieber",Frost/Nixon (2008) -
78,Relatoinship issues,Conflict management,"""Emotional Intelligence: Why It Can Matter More Than IQ"" by Daniel Goleman","""No More Drama"" by Mary J. Blige",Manchester by the Sea (2016)
79,Relatoinship issues,Conflict management,"""The Anatomy of Peace: Resolving the Heart of Conflict"" by The Arbinger Institute","""Fighter"" by Christina Aguilera",The Intern (2015)
80,Relatoinship issues,Conflict management,"""Conflict Management for Managers: Resolving Workplace, Client, and Policy Disputes"" by Susan S. Raines","""Don't Speak"" by No Doubt",
81,Relatoinship issues,Difficulty moving on,"""The Catcher in the Rye"" by J.D. Salinger","""Someone Like You"" by Adele",An Education (2009)
82,Relatoinship issues,Difficulty moving on,"""One Hundred Years of Solitude"" by Gabriel García Márquez","""Stay"" by Rihanna ft. Mikky Ekko",Good Will Hunting (1997)
83,Relatoinship issues,Difficulty moving on,"""The Bell Jar"" by Sylvia Plath","""Back to Black"" by Amy Winehouse",Begin Again (2013)
84,Relatoinship issues,Difficulty moving on,"""Norwegian Wood"" by Haruki Murakami","""Fix You"" by Coldplay",
85,Relatoinship issues,Difficulty moving on,"""The Goldfinch"" by Donna Tartt","""Bleeding Love"" by Leona Lewis",
